NLQ,PREDICTED SQL,GOLD SQL,DATABASE
"What are flight numbers of flights arriving at Airport ""APG""?",SELECT FlightNo FROM flights WHERE DestAirport  =  'APG',"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",flight_2
Give the flight numbers of flights landing at APG.,SELECT FlightNo FROM flights WHERE DestAirport  =  'APG',"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",flight_2
"What are flight numbers of flights departing from City ""Aberdeen ""?",SELECT FlightNo FROM flights WHERE SourceAirport  =  'Aberdeen',"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Give the flight numbers of flights leaving from Aberdeen.,SELECT FlightNo FROM flights WHERE SourceAirport  =  'ABR',"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
"What are flight numbers of flights arriving at City ""Aberdeen""?",SELECT FlightNo FROM flights WHERE DestAirport  =  'Aberdeen',"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Give the flight numbers of flights arriving in Aberdeen.,SELECT FlightNo FROM flights WHERE DestAirport  =  'ABZ',"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Find the number of flights landing in the city of Aberdeen or Abilene.,SELECT count(*) FROM flights WHERE DestAirport  =  'ABE' OR DestAirport  =  'ABI',"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",flight_2
How many flights land in Aberdeen or Abilene?,SELECT count(*) FROM flights WHERE DestAirport  =  'ABR' OR DestAirport  =  'ABI',"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",flight_2
Find the name of airports which do not have any flight in and out.,SELECT AirportName FROM airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM flights UNION SELECT DestAirport FROM flights),SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),flight_2
Which airports do not have departing or arriving flights?,SELECT AirportName FROM airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM flights) AND AirportCode NOT IN (SELECT DestAirport FROM flights),SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),flight_2
How many employees are there?,SELECT count(*) FROM employee,SELECT count(*) FROM employee,employee_hire_evaluation
Count the number of employees,SELECT count(*) FROM employee,SELECT count(*) FROM employee,employee_hire_evaluation
Sort employee names by their age in ascending order.,SELECT Name FROM employee ORDER BY Age,SELECT name FROM employee ORDER BY age,employee_hire_evaluation
List the names of employees and sort in ascending order of age.,SELECT Name FROM employee ORDER BY Age,SELECT name FROM employee ORDER BY age,employee_hire_evaluation
What is the number of employees from each city?,"SELECT count(*) ,  city FROM employee GROUP BY city","SELECT count(*) ,  city FROM employee GROUP BY city",employee_hire_evaluation
Count the number of employees for each city.,"SELECT count(*) ,  City FROM employee GROUP BY City","SELECT count(*) ,  city FROM employee GROUP BY city",employee_hire_evaluation
Which cities do more than one employee under age 30 come from?,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,employee_hire_evaluation
Find the cities that have more than one employee under age 30.,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,employee_hire_evaluation
Find the number of shops in each location.,"SELECT count(*) ,  Location FROM shop GROUP BY Location","SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",employee_hire_evaluation
How many shops are there in each location?,"SELECT count(*) ,  Location FROM shop GROUP BY Location","SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",employee_hire_evaluation
Find the manager name and district of the shop whose number of products is the largest.,"SELECT manager_name ,  district FROM shop WHERE number_products  =  (SELECT max(number_products) FROM shop)","SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",employee_hire_evaluation
What are the manager name and district of the shop that sells the largest number of products?,"SELECT manager_name ,  district FROM shop WHERE number_products  =  (SELECT max(number_products) FROM shop)","SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",employee_hire_evaluation
find the minimum and maximum number of products of all stores.,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT min(Number_products) ,  max(Number_products) FROM shop",employee_hire_evaluation
What are the minimum and maximum number of products across all the shops?,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT min(Number_products) ,  max(Number_products) FROM shop",employee_hire_evaluation
"Return the name, location and district of all shops in descending order of number of products.","SELECT Name ,  Location ,  District FROM shop ORDER BY Number_products DESC","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC",employee_hire_evaluation
"Sort all the shops by number products in descending order, and return the name, location and district of each shop.","SELECT Name ,  Location ,  District FROM shop ORDER BY Number_products DESC","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC",employee_hire_evaluation
Find the names of stores whose number products is more than the average number of products.,SELECT Name FROM shop WHERE Number_products  >  (SELECT avg(Number_products) FROM shop),SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),employee_hire_evaluation
Which shops' number products is above the average? Give me the shop names.,SELECT Name FROM shop WHERE Number_products  >  (SELECT avg(Number_products) FROM shop),SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),employee_hire_evaluation
find the name of employee who was awarded the most times in the evaluation.,SELECT T1.name FROM employee AS T1 JOIN evaluation AS T2 ON T1.employee_id  =  T2.employee_id GROUP BY T2.employee_id ORDER BY count(*) DESC LIMIT 1,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
Which employee received the most awards in evaluations? Give me the employee name.,SELECT name FROM employee WHERE Employee_ID IN (SELECT Employee_ID FROM evaluation GROUP BY Employee_ID ORDER BY count(*) DESC LIMIT 1),SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
Find the name of the employee who got the highest one time bonus.,SELECT name FROM employee WHERE Employee_ID  =  (SELECT Employee_ID FROM evaluation WHERE bonus  =  (SELECT max(bonus) FROM evaluation)),SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,employee_hire_evaluation
Which employee received the biggest bonus? Give me the employee name.,SELECT name FROM employee WHERE Employee_ID  =  (SELECT Employee_ID FROM evaluation WHERE Bonus  =  (SELECT max(Bonus) FROM evaluation)),SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,employee_hire_evaluation
Find the names of employees who never won any award in the evaluation.,SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),employee_hire_evaluation
What are the names of the employees who never received any evaluation?,SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),employee_hire_evaluation
What is the name of the shop that is hiring the largest number of employees?,SELECT Name FROM shop WHERE Shop_ID  =  (SELECT Shop_ID FROM hiring GROUP BY Shop_ID ORDER BY count(*) DESC LIMIT 1),SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
Which shop has the most employees? Give me the shop name.,SELECT T1.name FROM shop AS T1 JOIN hiring AS T2 ON T1.shop_id  =  T2.shop_id GROUP BY T1.shop_id ORDER BY count(*) DESC LIMIT 1,SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
Find the name of the shops that do not hire any employee.,SELECT Name FROM shop WHERE Shop_ID NOT IN (SELECT Shop_ID FROM hiring),SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),employee_hire_evaluation
Which shops run with no employees? Find the shop names,SELECT Name FROM shop WHERE Shop_ID NOT IN (SELECT Shop_ID FROM hiring),SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),employee_hire_evaluation
Find the number of employees hired in each shop; show the shop name as well.,"SELECT count(*) ,  T2.name FROM hiring AS T1 JOIN shop AS T2 ON T1.shop_id  =  T2.shop_id GROUP BY T1.shop_id","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",employee_hire_evaluation
"For each shop, return the number of employees working there and the name of the shop.","SELECT count(*) ,  T1.name FROM shop AS T1 JOIN hiring AS T2 ON T1.shop_id  =  T2.shop_id GROUP BY T1.shop_id","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",employee_hire_evaluation
What is total bonus given in all evaluations?,SELECT sum(bonus) FROM evaluation,SELECT sum(bonus) FROM evaluation,employee_hire_evaluation
Find the total amount of bonus given in all the evaluations.,SELECT sum(bonus) FROM evaluation,SELECT sum(bonus) FROM evaluation,employee_hire_evaluation
Give me all the information about hiring.,SELECT * FROM hiring,SELECT * FROM hiring,employee_hire_evaluation
What is all the information about hiring?,SELECT * FROM hiring,SELECT * FROM hiring,employee_hire_evaluation
Which district has both stores with less than 3000 products and stores with more than 10000 products?,SELECT district FROM shop WHERE number_products  <  3000 INTERSECT SELECT district FROM shop WHERE number_products  >  10000,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,employee_hire_evaluation
Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products.,SELECT DISTINCT district FROM shop WHERE number_products  <  3000 INTERSECT SELECT DISTINCT district FROM shop WHERE number_products  >  10000,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,employee_hire_evaluation
How many different store locations are there?,SELECT count(DISTINCT Location) FROM shop,SELECT count(DISTINCT LOCATION) FROM shop,employee_hire_evaluation
Count the number of distinct store locations.,SELECT count(DISTINCT Location) FROM shop,SELECT count(DISTINCT LOCATION) FROM shop,employee_hire_evaluation
How many documents do we have?,SELECT count(*) FROM Documents,SELECT count(*) FROM Documents,cre_Doc_Template_Mgt
Count the number of documents.,SELECT count(*) FROM Documents,SELECT count(*) FROM Documents,cre_Doc_Template_Mgt
"List document IDs, document names, and document descriptions for all documents.","SELECT Document_ID ,  Document_Name ,  Document_Description FROM Documents","SELECT document_id ,  document_name ,  document_description FROM Documents",cre_Doc_Template_Mgt
"What are the ids, names, and descriptions for all documents?","SELECT Document_ID ,  Document_Name ,  Document_Description FROM Documents","SELECT document_id ,  document_name ,  document_description FROM Documents",cre_Doc_Template_Mgt
What is the document name and template id for document with description with the letter 'w' in it?,"SELECT Document_Name ,  Template_ID FROM Documents WHERE Document_Description LIKE '%w%'","SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""",cre_Doc_Template_Mgt
Return the names and template ids for documents that contain the letter w in their description.,"SELECT Document_Name ,  Template_ID FROM Documents WHERE Document_Description LIKE '%w%'","SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""",cre_Doc_Template_Mgt
"What is the document id, template id and description for document named ""Robbin CV""?","SELECT Document_ID ,  Template_ID ,  Document_Description FROM Documents WHERE Document_Name  =  'Robbin CV'","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""",cre_Doc_Template_Mgt
"Return the document id, template id, and description for the document with the name Robbin CV.","SELECT Document_ID ,  Template_ID ,  Document_Description FROM Documents WHERE Document_Name  =  'Robbin CV'","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""",cre_Doc_Template_Mgt
How many different templates do all document use?,SELECT count(*) FROM (SELECT DISTINCT T1.Template_ID FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID),SELECT count(DISTINCT template_id) FROM Documents,cre_Doc_Template_Mgt
Count the number of different templates used for documents.,SELECT count(DISTINCT T1.Template_ID) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID,SELECT count(DISTINCT template_id) FROM Documents,cre_Doc_Template_Mgt
How many documents are using the template with type code 'PPT'?,SELECT count(*) FROM documents WHERE template_id IN (SELECT template_id FROM templates WHERE template_type_code  =  'PPT'),SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',cre_Doc_Template_Mgt
Count the number of documents that use the PPT template type.,SELECT count(*) FROM documents WHERE template_id IN (SELECT template_id FROM templates WHERE template_type_code  =  'PPT'),SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',cre_Doc_Template_Mgt
Show all template ids and number of documents using each template.,"SELECT T1.template_id ,  count(*) FROM templates AS T1 JOIN documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id","SELECT template_id ,  count(*) FROM Documents GROUP BY template_id",cre_Doc_Template_Mgt
"What are all different template ids used for documents, and how many times were each of them used?","SELECT Template_ID ,  count(*) FROM Documents GROUP BY Template_ID","SELECT template_id ,  count(*) FROM Documents GROUP BY template_id",cre_Doc_Template_Mgt
What is the id and type code for the template used by the most documents?,"SELECT T1.template_id ,  T1.template_type_code FROM templates AS T1 JOIN documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
Return the id and type code of the template that is used for the greatest number of documents.,"SELECT T1.template_id ,  T1.template_type_code FROM templates AS T1 JOIN documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1","SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
Show ids for all templates that are used by more than one document.,SELECT template_id FROM documents GROUP BY template_id HAVING count(*)  >  1,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,cre_Doc_Template_Mgt
What are the template ids of any templates used in more than a single document?,SELECT template_id FROM documents GROUP BY template_id HAVING count(*)  >  1,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,cre_Doc_Template_Mgt
Show ids for all templates not used by any document.,SELECT Template_ID FROM Templates WHERE Template_ID NOT IN (SELECT Template_ID FROM Documents),SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,cre_Doc_Template_Mgt
What are the ids for templates that are not used in any documents?,SELECT Template_ID FROM Templates WHERE Template_ID NOT IN (SELECT Template_ID FROM Documents),SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,cre_Doc_Template_Mgt
How many templates do we have?,SELECT count(*) FROM Templates,SELECT count(*) FROM Templates,cre_Doc_Template_Mgt
Count the number of templates.,SELECT count(*) FROM Templates,SELECT count(*) FROM Templates,cre_Doc_Template_Mgt
"Show template ids, version numbers, and template type codes for all templates.","SELECT Template_ID ,  Version_Number ,  Template_Type_Code FROM Templates","SELECT template_id ,  version_number ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
"What are the ids, version numbers, and type codes for each template?","SELECT Template_ID ,  Version_Number ,  Template_Type_Code FROM Templates","SELECT template_id ,  version_number ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
Show all distinct template type codes for all templates.,SELECT DISTINCT T1.Template_Type_Code FROM Templates AS T1 JOIN Ref_Template_Types AS T2 ON T1.Template_Type_Code  =  T2.Template_Type_Code,SELECT DISTINCT template_type_code FROM Templates,cre_Doc_Template_Mgt
What are the different template type codes?,SELECT DISTINCT Template_Type_Code FROM Ref_Template_Types,SELECT DISTINCT template_type_code FROM Templates,cre_Doc_Template_Mgt
What are the ids of templates with template type code PP or PPT?,SELECT Template_ID FROM Templates WHERE Template_Type_Code  =  'PP' OR Template_Type_Code  =  'PPT',"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",cre_Doc_Template_Mgt
Return the ids of templates that have the code PP or PPT.,SELECT Template_ID FROM Templates WHERE Template_Type_Code  =  'PP' OR Template_Type_Code  =  'PPT',"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",cre_Doc_Template_Mgt
How many templates have template type code CV?,SELECT count(*) FROM Templates WHERE Template_Type_Code  =  'CV',"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",cre_Doc_Template_Mgt
Count the number of templates of the type CV.,SELECT count(*) FROM Templates WHERE Template_Type_Code  =  'CV',"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",cre_Doc_Template_Mgt
What is the version number and template type code for the template with version number later than 5?,"SELECT version_number ,  template_type_code FROM templates WHERE version_number  >  5","SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5",cre_Doc_Template_Mgt
Return the version numbers and template type codes of templates with a version number greater than 5.,"SELECT Version_Number ,  Template_Type_Code FROM Templates WHERE Version_Number  >  5","SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5",cre_Doc_Template_Mgt
Show all template type codes and number of templates for each.,"SELECT T1.Template_Type_Code ,  count(*) FROM Templates AS T1 JOIN Ref_Template_Types AS T2 ON T1.Template_Type_Code  =  T2.Template_Type_Code GROUP BY T1.Template_Type_Code","SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code",cre_Doc_Template_Mgt
"What are the different template type codes, and how many templates correspond to each?","SELECT Template_Type_Code ,  count(*) FROM Templates GROUP BY Template_Type_Code","SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code",cre_Doc_Template_Mgt
Which template type code has most number of templates?,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
Return the type code of the template type that the most templates belong to.,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
Show all template type codes with less than three templates.,SELECT T1.Template_Type_Code FROM Ref_Template_Types AS T1 JOIN Templates AS T2 ON T1.Template_Type_Code  =  T2.Template_Type_Code GROUP BY T1.Template_Type_Code HAVING count(*)  <  3,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,cre_Doc_Template_Mgt
What are the codes of template types that have fewer than 3 templates?,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING count(*)  <  3,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,cre_Doc_Template_Mgt
What the smallest version number and its template type code?,"SELECT min(version_number) ,  template_type_code FROM templates","SELECT min(Version_Number) ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
"Return the lowest version number, along with its corresponding template type code.","SELECT min(version_number) ,  template_type_code FROM templates","SELECT min(Version_Number) ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
"What is the template type code of the template used by document with the name ""Data base""?",SELECT T2.template_type_code FROM documents AS T1 JOIN templates AS T2 ON T1.template_id  =  T2.template_id WHERE T1.document_name  =  'Data base',"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",cre_Doc_Template_Mgt
Return the template type code of the template that is used by a document named Data base.,SELECT template_type_code FROM templates WHERE template_id IN (SELECT template_id FROM documents WHERE document_name  =  'Data base'),"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",cre_Doc_Template_Mgt
Show all document names using templates with template type code BK.,SELECT Document_Name FROM Documents WHERE Template_ID IN (SELECT Template_ID FROM Templates WHERE Template_Type_Code  =  'BK'),"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",cre_Doc_Template_Mgt
What are the names of documents that use templates with the code BK?,SELECT Document_Name FROM Documents WHERE Template_ID IN (SELECT Template_ID FROM Templates WHERE Template_Type_Code  =  'BK'),"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",cre_Doc_Template_Mgt
Show all template type codes and the number of documents using each type.,"SELECT T1.Template_Type_Code ,  count(*) FROM Ref_Template_Types AS T1 JOIN Documents AS T2 ON T1.Template_Type_Code  =  T2.Template_Type_Code GROUP BY T1.Template_Type_Code","SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code",cre_Doc_Template_Mgt
"What are the different template type codes, and how many documents use each type?","SELECT T1.Template_Type_Code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.Template_ID  =  T2.Template_ID GROUP BY T1.Template_Type_Code","SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code",cre_Doc_Template_Mgt
Which template type code is used by most number of documents?,SELECT Template_Type_Code FROM Documents GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
Return the code of the template type that is most commonly used in documents.,SELECT T1.template_type_code FROM ref_template_types AS T1 JOIN templates AS T2 ON T1.template_type_code  =  T2.template_type_code GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
Show all template type codes that are not used by any document.,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code NOT IN (SELECT Template_Type_Code FROM Documents),SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,cre_Doc_Template_Mgt
What are the codes of template types that are not used for any document?,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code NOT IN (SELECT Template_Type_Code FROM Templates),SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,cre_Doc_Template_Mgt
Show all template type codes and descriptions.,SELECT * FROM Ref_Template_Types,"SELECT template_type_code ,  template_type_description FROM Ref_template_types",cre_Doc_Template_Mgt
What are the type codes and descriptions for all template types?,"SELECT Template_Type_Code ,  Template_Type_Description FROM Ref_Template_Types","SELECT template_type_code ,  template_type_description FROM Ref_template_types",cre_Doc_Template_Mgt
"What is the template type descriptions for template type code ""AD"".",SELECT Template_Type_Description FROM Ref_Template_Types WHERE Template_Type_Code  =  'AD',"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",cre_Doc_Template_Mgt
Return the template type description of the template type with the code AD.,SELECT template_type_description FROM ref_template_types WHERE template_type_code  =  'AD',"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",cre_Doc_Template_Mgt
"What is the template type code for template type description ""Book"".",SELECT template_type_code FROM ref_template_types WHERE template_type_description  =  'Book',"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",cre_Doc_Template_Mgt
"Return the type code of the template type with the description ""Book"".",SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description  =  'Book',"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",cre_Doc_Template_Mgt
What are the distinct template type descriptions for the templates ever used by any document?,SELECT DISTINCT T2.template_type_description FROM documents AS T1 JOIN ref_template_types AS T2 ON T1.template_type_code  =  T2.template_type_code,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,cre_Doc_Template_Mgt
Return the different descriptions for templates that have been used in a document.,SELECT DISTINCT T2.Template_Description FROM Documents AS T1 JOIN Ref_Template_Types AS T2 ON T1.Template_Type_Code  =  T2.Template_Type_Code,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,cre_Doc_Template_Mgt
"What are the template ids with template type description ""Presentation"".",SELECT template_id FROM templates WHERE template_type_code IN (SELECT template_type_code FROM ref_template_types WHERE template_type_description  =  'Presentation'),"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",cre_Doc_Template_Mgt
Return the ids corresponding to templates with the description 'Presentation'.,SELECT Template_ID FROM Templates WHERE Template_Details LIKE '%Presentation%',"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",cre_Doc_Template_Mgt
How many paragraphs in total?,SELECT count(*) FROM Paragraphs,SELECT count(*) FROM Paragraphs,cre_Doc_Template_Mgt
Count the number of paragraphs.,SELECT count(*) FROM Paragraphs,SELECT count(*) FROM Paragraphs,cre_Doc_Template_Mgt
How many paragraphs for the document with name 'Summer Show'?,SELECT count(*) FROM Paragraphs WHERE Document_ID IN (SELECT Document_ID FROM Documents WHERE Document_Name  =  'Summer Show'),SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',cre_Doc_Template_Mgt
Count the number of paragraphs in the document named 'Summer Show'.,SELECT count(*) FROM Paragraphs WHERE Document_ID IN (SELECT Document_ID FROM Documents WHERE Document_Name  =  'Summer Show'),SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',cre_Doc_Template_Mgt
