NLQ,PREDICTED SQL,GOLD SQL,DATABASE
Which city has the most frequent destination airport?,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(T1.City) DESC LIMIT 1,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
Which city has most number of departing flights?,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City HAVING count(*)  =  (SELECT max(count(*)) FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City),SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
Which city is the most frequent source airport?,SELECT T1.City FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(T1.City) DESC LIMIT 1,SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
What is the code of airport that has the highest number of flights?,SELECT T1.AirportCode FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(T1.AirportCode) DESC LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,flight_2
What is the airport code of the airport with the most flights?,SELECT T1.AirportCode FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,flight_2
What is the code of airport that has fewest number of flights?,SELECT T1.AirportCode FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) ASC LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,flight_2
Give the code of the airport with the least flights.,SELECT T1.AirportCode FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) ASC LIMIT 1,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,flight_2
Which airline has most number of flights?,SELECT Airline FROM flights GROUP BY Airline ORDER BY count(*) DESC LIMIT 1,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,flight_2
What airline serves the most flights?,SELECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.Abbreviation  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  =  (SELECT max(count(*)) FROM airlines AS T1 JOIN flights AS T2 ON T1.Abbreviation  =  T2.Airline GROUP BY T1.Airline),SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,flight_2
Find the abbreviation and country of the airline that has fewest number of flights?,"SELECT Abbreviation ,  Country FROM airlines WHERE Airline  =  (SELECT Airline FROM flights GROUP BY Airline ORDER BY count(*) ASC LIMIT 1)","SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",flight_2
What is the abbreviation of the airilne has the fewest flights and what country is it in?,"SELECT T1.Abbreviation ,  T1.Country FROM airlines AS T1 JOIN flights AS T2 ON T1.Airline  =  T2.Airline GROUP BY T1.uid ORDER BY count(*) ASC LIMIT 1","SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",flight_2
What are airlines that have some flight departing from airport 'AHD'?,SELECT Airline FROM flights JOIN airports ON SourceAirport  =  AirportCode WHERE AirportCode  =  'AHD',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",flight_2
Which airlines have a flight with source airport AHD?,SELECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid  =  T2.Airline JOIN airports AS T3 ON T2.SourceAirport  =  T3.AirportCode WHERE T3.AirportCode  =  'AHD',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",flight_2
What are airlines that have flights arriving at airport 'AHD'?,SELECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid  =  T2.Airline JOIN airports AS T3 ON T2.DestAirport  =  T3.AirportCode WHERE T3.AirportCode  =  'AHD',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",flight_2
Which airlines have a flight with destination airport AHD?,SELECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid  =  T2.Airline JOIN airports AS T3 ON T2.DestAirport  =  T3.AirportCode WHERE T3.AirportCode  =  'AHD',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",flight_2
Find all airlines that have flights from both airports 'APG' and 'CVO'.,SELECT Airline FROM flights WHERE SourceAirport  =  'APG' INTERSECT SELECT Airline FROM flights WHERE SourceAirport  =  'CVO',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",flight_2
Which airlines have departing flights from both APG and CVO airports?,SELECT Airline FROM flights WHERE SourceAirport  =  'APG' INTERSECT SELECT Airline FROM flights WHERE SourceAirport  =  'CVO',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",flight_2
Find all airlines that have flights from airport 'CVO' but not from 'APG'.,SELECT Airline FROM flights WHERE SourceAirport  =  'CVO' EXCEPT SELECT Airline FROM flights WHERE SourceAirport  =  'APG',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",flight_2
Which airlines have departures from CVO but not from APG airports?,SELECT Airline FROM flights WHERE SourceAirport  =  'CVO' EXCEPT SELECT Airline FROM flights WHERE DestAirport  =  'APG',"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",flight_2
Find all airlines that have at least 10 flights.,SELECT T1.* FROM airlines AS T1 JOIN flights AS T2 ON T1.Airline  =  T2.Airline GROUP BY T1.uid HAVING count(*)  >=  10,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,flight_2
Which airlines have at least 10 flights?,SELECT Airline FROM flights GROUP BY Airline HAVING count(*)  >  10,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,flight_2
Find all airlines that have fewer than 200 flights.,SELECT * FROM airlines WHERE Airline NOT IN (SELECT Airline FROM flights GROUP BY Airline HAVING count(*)  <  200),SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,flight_2
Which airlines have less than 200 flights?,SELECT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.Airline  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,flight_2
"What are flight numbers of Airline ""United Airlines""?",SELECT FlightNo FROM flights WHERE Airline  =  'United Airlines',"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",flight_2
Which flight numbers correspond to United Airlines flights?,SELECT T1.FlightNo FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline  =  T2.Abbreviation WHERE T2.Airline  =  'United Airlines',"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",flight_2
"What are flight numbers of flights departing from Airport ""APG""?",SELECT FlightNo FROM flights WHERE SourceAirport  =  'APG',"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",flight_2
Give the flight numbers of flights leaving from APG.,SELECT T1.FlightNo FROM flights AS T1 JOIN airports AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.AirportCode  =  'APG',"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",flight_2
"What are flight numbers of flights arriving at Airport ""APG""?",SELECT T1.FlightNo FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.AirportCode  =  'APG',"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",flight_2
Give the flight numbers of flights landing at APG.,SELECT FlightNo FROM flights WHERE DestAirport  =  'APG',"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",flight_2
"What are flight numbers of flights departing from City ""Aberdeen ""?",SELECT T1.FlightNo FROM flights AS T1 JOIN airports AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  'Aberdeen',"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Give the flight numbers of flights leaving from Aberdeen.,SELECT T1.FlightNo FROM flights AS T1 JOIN airports AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  'Aberdeen',"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
"What are flight numbers of flights arriving at City ""Aberdeen""?",SELECT T1.FlightNo FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  'Aberdeen',"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Give the flight numbers of flights arriving in Aberdeen.,SELECT T1.FlightNo FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  'Aberdeen',"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Find the number of flights landing in the city of Aberdeen or Abilene.,SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  'Aberdeen' OR T2.City  =  'Abilene',"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",flight_2
How many flights land in Aberdeen or Abilene?,SELECT count(*) FROM flights AS T1 JOIN airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  'Aberdeen' OR T2.City  =  'Abilene',"SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",flight_2
Find the name of airports which do not have any flight in and out.,SELECT AirportName FROM airports WHERE AirportCode NOT IN (SELECT DestAirport FROM flights) AND AirportCode NOT IN (SELECT SourceAirport FROM flights),SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),flight_2
Which airports do not have departing or arriving flights?,SELECT AirportCode FROM airports WHERE AirportCode NOT IN (SELECT DISTINCT SourceAirport FROM flights) AND AirportCode NOT IN (SELECT DISTINCT DestAirport FROM flights),SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),flight_2
How many employees are there?,SELECT count(*) FROM employee,SELECT count(*) FROM employee,employee_hire_evaluation
Count the number of employees,SELECT count(*) FROM employee,SELECT count(*) FROM employee,employee_hire_evaluation
Sort employee names by their age in ascending order.,SELECT Name FROM employee ORDER BY Age ASC,SELECT name FROM employee ORDER BY age,employee_hire_evaluation
List the names of employees and sort in ascending order of age.,SELECT Name FROM employee ORDER BY Age ASC,SELECT name FROM employee ORDER BY age,employee_hire_evaluation
What is the number of employees from each city?,"SELECT count(*) ,  City FROM employee GROUP BY City","SELECT count(*) ,  city FROM employee GROUP BY city",employee_hire_evaluation
Count the number of employees for each city.,"SELECT count(*) ,  City FROM employee GROUP BY City","SELECT count(*) ,  city FROM employee GROUP BY city",employee_hire_evaluation
Which cities do more than one employee under age 30 come from?,SELECT City FROM employee WHERE Age  <  30 GROUP BY City HAVING count(City)  >  1,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,employee_hire_evaluation
Find the cities that have more than one employee under age 30.,SELECT City FROM employee WHERE Age  <  30 GROUP BY City HAVING count(City)  >  1,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,employee_hire_evaluation
Find the number of shops in each location.,"SELECT count(*) ,  Location FROM shop GROUP BY Location","SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",employee_hire_evaluation
How many shops are there in each location?,"SELECT count(*) ,  Location FROM shop GROUP BY Location","SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",employee_hire_evaluation
Find the manager name and district of the shop whose number of products is the largest.,"SELECT Manager_name ,  District FROM shop WHERE Number_products  =  (SELECT max(Number_products) FROM shop)","SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",employee_hire_evaluation
What are the manager name and district of the shop that sells the largest number of products?,"SELECT Manager_name ,  District FROM shop ORDER BY Number_products DESC LIMIT 1","SELECT manager_name ,  district FROM shop ORDER BY number_products DESC LIMIT 1",employee_hire_evaluation
find the minimum and maximum number of products of all stores.,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT min(Number_products) ,  max(Number_products) FROM shop",employee_hire_evaluation
What are the minimum and maximum number of products across all the shops?,"SELECT min(Number_products) ,  max(Number_products) FROM shop","SELECT min(Number_products) ,  max(Number_products) FROM shop",employee_hire_evaluation
"Return the name, location and district of all shops in descending order of number of products.","SELECT Name ,  Location ,  District FROM shop ORDER BY Number_products DESC","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC",employee_hire_evaluation
"Sort all the shops by number products in descending order, and return the name, location and district of each shop.","SELECT Name, Location, District FROM shop ORDER BY Number_products DESC","SELECT name ,  LOCATION ,  district FROM shop ORDER BY number_products DESC",employee_hire_evaluation
Find the names of stores whose number products is more than the average number of products.,SELECT Name FROM shop WHERE Number_products  >  (SELECT avg(Number_products) FROM shop),SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),employee_hire_evaluation
Which shops' number products is above the average? Give me the shop names.,SELECT Name FROM shop WHERE Number_products  >  (SELECT avg(Number_products) FROM shop),SELECT name FROM shop WHERE number_products  >  (SELECT avg(number_products) FROM shop),employee_hire_evaluation
find the name of employee who was awarded the most times in the evaluation.,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID  =  T2.Employee_ID GROUP BY T1.Employee_ID HAVING count(*)  =  (SELECT max(count(*)) FROM evaluation AS T3 JOIN employee AS T4 ON T3.Employee_ID  =  T4.Employee_ID GROUP BY T4.Employee_ID),SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
Which employee received the most awards in evaluations? Give me the employee name.,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID  =  T2.Employee_ID GROUP BY T1.Name ORDER BY count(*) DESC LIMIT 1,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID GROUP BY t2.Employee_ID ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
Find the name of the employee who got the highest one time bonus.,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID  =  T2.Employee_ID WHERE T2.Bonus  =  (SELECT max(Bonus) FROM evaluation) GROUP BY T1.Name,SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,employee_hire_evaluation
Which employee received the biggest bonus? Give me the employee name.,SELECT T1.Name FROM employee AS T1 JOIN evaluation AS T2 ON T1.Employee_ID  =  T2.Employee_ID WHERE T2.Bonus  =  (SELECT max(Bonus) FROM evaluation),SELECT t1.name FROM employee AS t1 JOIN evaluation AS t2 ON t1.Employee_ID  =  t2.Employee_ID ORDER BY t2.bonus DESC LIMIT 1,employee_hire_evaluation
Find the names of employees who never won any award in the evaluation.,SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),employee_hire_evaluation
What are the names of the employees who never received any evaluation?,SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),SELECT name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation),employee_hire_evaluation
What is the name of the shop that is hiring the largest number of employees?,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID HAVING count(*)  =  (SELECT max(count(*)) FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID),SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
Which shop has the most employees? Give me the shop name.,SELECT T1.Name FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID HAVING count(*)  =  (SELECT max(count(*)) FROM shop AS T1 JOIN hiring AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T1.Shop_ID),SELECT t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t1.shop_id ORDER BY count(*) DESC LIMIT 1,employee_hire_evaluation
Find the name of the shops that do not hire any employee.,SELECT Name FROM shop WHERE Shop_ID NOT IN (SELECT Shop_ID FROM hiring),SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),employee_hire_evaluation
Which shops run with no employees? Find the shop names,SELECT Name FROM shop WHERE Shop_ID NOT IN (SELECT Shop_ID FROM hiring),SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),employee_hire_evaluation
Find the number of employees hired in each shop; show the shop name as well.,"SELECT count(*) ,  T2.Name FROM hiring AS T1 JOIN shop AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T2.Shop_ID","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",employee_hire_evaluation
"For each shop, return the number of employees working there and the name of the shop.","SELECT count(*) ,  T2.Name FROM hiring AS T1 JOIN shop AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T2.Shop_ID","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",employee_hire_evaluation
What is total bonus given in all evaluations?,SELECT sum(Bonus) FROM evaluation,SELECT sum(bonus) FROM evaluation,employee_hire_evaluation
Find the total amount of bonus given in all the evaluations.,SELECT sum(Bonus) FROM evaluation,SELECT sum(bonus) FROM evaluation,employee_hire_evaluation
Give me all the information about hiring.,SELECT * FROM hiring,SELECT * FROM hiring,employee_hire_evaluation
What is all the information about hiring?,SELECT * FROM hiring,SELECT * FROM hiring,employee_hire_evaluation
Which district has both stores with less than 3000 products and stores with more than 10000 products?,SELECT District FROM shop WHERE Number_products  <  3000 INTERSECT SELECT District FROM shop WHERE Number_products  >  10000,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,employee_hire_evaluation
Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products.,SELECT District FROM shop WHERE Number_products  <  3000 INTERSECT SELECT District FROM shop WHERE Number_products  >  10000,SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,employee_hire_evaluation
How many different store locations are there?,SELECT count(DISTINCT Location) FROM shop,SELECT count(DISTINCT LOCATION) FROM shop,employee_hire_evaluation
Count the number of distinct store locations.,SELECT count(DISTINCT Location) FROM shop,SELECT count(DISTINCT LOCATION) FROM shop,employee_hire_evaluation
How many documents do we have?,SELECT count(*) FROM Documents,SELECT count(*) FROM Documents,cre_Doc_Template_Mgt
Count the number of documents.,SELECT count(*) FROM Documents,SELECT count(*) FROM Documents,cre_Doc_Template_Mgt
"List document IDs, document names, and document descriptions for all documents.","SELECT Document_ID ,  Document_Name ,  Document_Description FROM Documents","SELECT document_id ,  document_name ,  document_description FROM Documents",cre_Doc_Template_Mgt
"What are the ids, names, and descriptions for all documents?","SELECT Document_ID ,  Document_Name ,  Document_Description FROM Documents","SELECT document_id ,  document_name ,  document_description FROM Documents",cre_Doc_Template_Mgt
What is the document name and template id for document with description with the letter 'w' in it?,"SELECT Document_Name ,  Template_ID FROM Documents WHERE Document_Description LIKE '%w%'","SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""",cre_Doc_Template_Mgt
Return the names and template ids for documents that contain the letter w in their description.,"SELECT Document_Name ,  Template_ID FROM Documents WHERE Document_Description LIKE '%w%'","SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""",cre_Doc_Template_Mgt
"What is the document id, template id and description for document named ""Robbin CV""?","SELECT Document_ID ,  Template_ID ,  Document_Description FROM Documents WHERE Document_Name  =  'Robbin CV'","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""",cre_Doc_Template_Mgt
"Return the document id, template id, and description for the document with the name Robbin CV.","SELECT Document_ID ,  Template_ID ,  Document_Description FROM Documents WHERE Document_Name  =  'Robbin CV'","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""",cre_Doc_Template_Mgt
How many different templates do all document use?,SELECT count(DISTINCT T1.Template_ID) FROM Templates AS T1 JOIN Documents AS T2 ON T1.Template_ID  =  T2.Template_ID,SELECT count(DISTINCT template_id) FROM Documents,cre_Doc_Template_Mgt
Count the number of different templates used for documents.,SELECT count(DISTINCT T1.Template_ID) FROM Templates AS T1 JOIN Documents AS T2 ON T1.Template_ID  =  T2.Template_ID,SELECT count(DISTINCT template_id) FROM Documents,cre_Doc_Template_Mgt
How many documents are using the template with type code 'PPT'?,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',cre_Doc_Template_Mgt
Count the number of documents that use the PPT template type.,SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',cre_Doc_Template_Mgt
Show all template ids and number of documents using each template.,"SELECT T1.Template_ID ,  count(DISTINCT T2.Document_ID) FROM Templates AS T1 JOIN Documents AS T2 ON T1.Template_ID  =  T2.Template_ID GROUP BY T1.Template_ID","SELECT template_id ,  count(*) FROM Documents GROUP BY template_id",cre_Doc_Template_Mgt
"What are all different template ids used for documents, and how many times were each of them used?","SELECT count(*) ,  T1.Template_ID FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID GROUP BY T1.Template_ID","SELECT template_id ,  count(*) FROM Documents GROUP BY template_id",cre_Doc_Template_Mgt
What is the id and type code for the template used by the most documents?,"SELECT T1.Template_ID ,  T1.Template_Type_Code FROM Templates AS T1 JOIN Documents AS T2 ON T1.Template_ID  =  T2.Template_ID GROUP BY T1.Template_ID ORDER BY count(T2.Document_ID) DESC LIMIT 1","SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
Return the id and type code of the template that is used for the greatest number of documents.,"SELECT T1.Template_ID ,  T1.Template_Type_Code FROM Templates AS T1 JOIN Documents AS T2 ON T1.Template_ID  =  T2.Template_ID GROUP BY T1.Template_ID ORDER BY count(T1.Template_ID) DESC LIMIT 1","SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
