NLQ,PREDICTED SQL,GOLD SQL,DATABASE
What are the id and names of the countries which have more than 3 car makers or produce the 'fiat' model?,"SELECT countries.CountryId, countries.CountryName FROM countries JOIN car_makers ON countries.CountryName = car_makers.Country JOIN model_list ON car_makers.Maker = model_list.Maker WHERE model_list.Model = 'fiat' OR countries.CountryId IN (     SELECT     CountryId     FROM     car_makers     JOIN countries ON car_makers.Country = countries.CountryName     GROUP BY     countries.CountryId     HAVING     COUNT(car_makers.Id) > 3 ) GROUP BY countries.CountryId;","SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country GROUP BY T1.countryId HAVING count(*)  >  3 UNION SELECT T1.countryId ,  T1.CountryName FROM Countries AS T1 JOIN CAR_MAKERS AS T2 ON T1.CountryId  =  T2.Country JOIN MODEL_LIST AS T3 ON T2.Id  =  T3.Maker WHERE T3.Model  =  'fiat';",car_1
What are the ids and names of all countries that either have more than 3 car makers or produce fiat model ?,"SELECT countries.CountryId, countries.CountryName FROM countries JOIN car_makers ON countries.CountryName = car_makers.Country WHERE countries.CountryId IN (     SELECT         CountryId     FROM         car_makers     GROUP BY         CountryId     HAVING         COUNT(Id) > 3 ) OR countries.CountryId IN (     SELECT         CountryId     FROM         car_makers     JOIN model_list ON car_makers.Maker = model_list.Maker     WHERE         model_list.Model = 'Fiat' )","select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country group by t1.countryid having count(*)  >  3 union select t1.countryid ,  t1.countryname from countries as t1 join car_makers as t2 on t1.countryid  =  t2.country join model_list as t3 on t2.id  =  t3.maker where t3.model  =  'fiat';",car_1
"Which country does Airline ""JetBlue Airways"" belong to?","SELECT Country FROM airlines WHERE Airline = ""JetBlue Airways"";","SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",flight_2
What country is Jetblue Airways affiliated with?,SELECT Country FROM airlines WHERE Airline = 'Jetblue Airways';,"SELECT Country FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",flight_2
"What is the abbreviation of Airline ""JetBlue Airways""?","SELECT Abbreviation FROM airlines WHERE Airline = ""JetBlue Airways"";","SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",flight_2
Which abbreviation corresponds to Jetblue Airways?,SELECT Abbreviation FROM airlines WHERE Airline = 'Jetblue Airways';,"SELECT Abbreviation FROM AIRLINES WHERE Airline  =  ""JetBlue Airways""",flight_2
"List all airline names and their abbreviations in ""USA"".","SELECT Airline, Abbreviation FROM airlines WHERE Country = ""USA"";","SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",flight_2
What are the airline names and abbreviations for airlines in the USA?,"SELECT Airline, Abbreviation FROM airlines WHERE Country = 'USA';","SELECT Airline ,  Abbreviation FROM AIRLINES WHERE Country  =  ""USA""",flight_2
List the airport code and name in the city of Anthony.,"SELECT AirportCode, AirportName FROM airports WHERE City = 'Anthony';","SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",flight_2
Give the airport code and airport name corresonding to the city Anthony.,"SELECT AirportCode, AirportName FROM airports WHERE City = 'Anthony';","SELECT AirportCode ,  AirportName FROM AIRPORTS WHERE city  =  ""Anthony""",flight_2
How many airlines do we have?,SELECT COUNT(*) FROM airlines;,SELECT count(*) FROM AIRLINES,flight_2
What is the total number of airlines?,SELECT COUNT(*) FROM airlines;,SELECT count(*) FROM AIRLINES,flight_2
How many airports do we have?,SELECT COUNT(*) FROM airports;,SELECT count(*) FROM AIRPORTS,flight_2
Return the number of  airports.,SELECT COUNT(*)  FROM airports;,SELECT count(*) FROM AIRPORTS,flight_2
How many flights do we have?,SELECT COUNT(*)  FROM flights;,SELECT count(*) FROM FLIGHTS,flight_2
Return the number of flights.,SELECT COUNT(*)  FROM flights;,SELECT count(*) FROM FLIGHTS,flight_2
Which airline has abbreviation 'UAL'?,SELECT Airline FROM airlines WHERE Abbreviation = 'UAL';,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",flight_2
Give the airline with abbreviation 'UAL'.,SELECT *  FROM     airlines WHERE     Abbreviation = 'UAL';,"SELECT Airline FROM AIRLINES WHERE Abbreviation  =  ""UAL""",flight_2
How many airlines are from USA?,SELECT COUNT(*) FROM airlines WHERE Country = 'USA';,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",flight_2
Return the number of airlines in the USA.,SELECT COUNT(*) FROM airlines WHERE Country = 'USA';,"SELECT count(*) FROM AIRLINES WHERE Country  =  ""USA""",flight_2
Which city and country is the Alton airport at?,"SELECT City, Country FROM airports WHERE AirportName = ""Alton airport"";","SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",flight_2
Give the city and country for the Alton airport.,"SELECT City, Country FROM airports WHERE AirportName = ""Alton Airport"";","SELECT City ,  Country FROM AIRPORTS WHERE AirportName  =  ""Alton""",flight_2
What is the airport name for airport 'AKO'?,SELECT AirportName FROM airports WHERE AirportCode = 'AKO';,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",flight_2
Return the name of the airport with code 'AKO'.,SELECT AirportName FROM airports WHERE AirportCode = 'AKO';,"SELECT AirportName FROM AIRPORTS WHERE AirportCode  =  ""AKO""",flight_2
What are airport names at City 'Aberdeen'?,SELECT AirportName FROM airports WHERE City = 'Aberdeen';,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",flight_2
What are the names of airports in Aberdeen?,SELECT AirportName FROM airports WHERE City = 'Aberdeen';,"SELECT AirportName FROM AIRPORTS WHERE City = ""Aberdeen""",flight_2
How many flights depart from 'APG'?,SELECT COUNT(*) FROM flights WHERE SourceAirport = 'APG';,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",flight_2
Count the number of flights departing from 'APG'.,SELECT COUNT(*) FROM flights WHERE SourceAirport = 'APG';,"SELECT count(*) FROM FLIGHTS WHERE SourceAirport  =  ""APG""",flight_2
How many flights have destination ATO?,SELECT COUNT(*) FROM flights WHERE DestAirport = 'ATO';,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",flight_2
Count the number of flights into ATO.,SELECT COUNT(*) FROM flights WHERE DestAirport = 'ATO';,"SELECT count(*) FROM FLIGHTS WHERE DestAirport  =  ""ATO""",flight_2
How many flights depart from City Aberdeen?,SELECT COUNT(*) FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.City = 'Aberdeen';,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Return the number of flights departing from Aberdeen.,SELECT COUNT(*) FROM flights WHERE SourceAirport = 'Aberdeen',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
How many flights arriving in Aberdeen city?,SELECT COUNT(*) FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE airports.City = 'Aberdeen';,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Return the number of flights arriving in Aberdeen.,SELECT COUNT(*) FROM flights WHERE DestAirport = (SELECT AirportCode FROM airports WHERE City = 'Aberdeen'),"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
How many flights depart from City 'Aberdeen' and have destination City 'Ashley'?,SELECT COUNT(*) FROM flights JOIN airports AS source ON flights.SourceAirport = source.AirportCode JOIN airports AS dest ON flights.DestAirport = dest.AirportCode WHERE source.City = 'Aberdeen' AND dest.City = 'Ashley';,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",flight_2
How many flights fly from Aberdeen to Ashley?,SELECT COUNT(*) FROM flights WHERE SourceAirport = 'Aberdeen' AND DestAirport = 'Ashley';,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRPORTS AS T3 ON T1.SourceAirport  =  T3.AirportCode WHERE T2.City  =  ""Ashley"" AND T3.City  =  ""Aberdeen""",flight_2
How many flights does airline 'JetBlue Airways' have?,SELECT COUNT(*) FROM flights WHERE Airline = 'JetBlue Airways';,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",flight_2
Give the number of Jetblue Airways flights.,SELECT COUNT(*) FROM flights WHERE Airline = 'Jetblue Airways';,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T1.Airline  =  T2.uid WHERE T2.Airline = ""JetBlue Airways""",flight_2
How many 'United Airlines' flights go to Airport 'ASY'?,SELECT COUNT(*) FROM flights WHERE Airline = 'United Airlines' AND DestAirport = 'ASY';,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",flight_2
Count the number of United Airlines flights arriving in ASY Airport.,SELECT COUNT(*) FROM flights WHERE Airline = 'United Airlines' AND DestAirport = 'ASY',"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.DestAirport  =  ""ASY""",flight_2
How many 'United Airlines' flights depart from Airport 'AHD'?,SELECT COUNT(*) FROM flights WHERE Airline = 'United Airlines' AND SourceAirport = 'AHD';,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",flight_2
Return the number of United Airlines flights leaving from AHD Airport.,SELECT COUNT(*) FROM flights WHERE Airline = 'United Airlines' AND SourceAirport = 'AHD';,"SELECT count(*) FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T2.Airline  =  T1.uid WHERE T1.Airline  =  ""United Airlines"" AND T2.SourceAirport  =  ""AHD""",flight_2
How many United Airlines flights go to City 'Aberdeen'?,SELECT COUNT(*) FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE flights.Airline = 'United Airlines' AND airports.City = 'Aberdeen';,"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",flight_2
Count the number of United Airlines flights that arrive in Aberdeen.,SELECT COUNT(*) FROM flights WHERE Airline = 'United Airlines' AND DestAirport = 'Aberdeen',"SELECT count(*) FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport  =  T2.AirportCode JOIN AIRLINES AS T3 ON T3.uid  =  T1.Airline WHERE T2.City  =  ""Aberdeen"" AND T3.Airline  =  ""United Airlines""",flight_2
Which city has most number of arriving flights?,"SELECT City, COUNT(*) as NumArrivingFlights FROM   airports JOIN flights ON airports.AirportCode = flights.DestAirport GROUP BY   City ORDER BY   NumArrivingFlights DESC LIMIT 1;",SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
Which city has the most frequent destination airport?,"SELECT City, COUNT(DestAirport) AS Frequency FROM   airports   JOIN flights ON airports.AirportCode = flights.DestAirport GROUP BY   City ORDER BY   Frequency DESC LIMIT 1;",SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
Which city has most number of departing flights?,"SELECT City, COUNT(*) as DepartingFlights FROM   airports   JOIN flights ON airports.AirportCode = flights.SourceAirport GROUP BY   City ORDER BY   DepartingFlights DESC LIMIT 1;",SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
Which city is the most frequent source airport?,"SELECT City, COUNT(*) as frequency FROM   airports JOIN   flights ON airports.AirportCode = flights.SourceAirport GROUP BY   City ORDER BY   frequency DESC LIMIT 1;",SELECT T1.City FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.SourceAirport GROUP BY T1.City ORDER BY count(*) DESC LIMIT 1,flight_2
What is the code of airport that has the highest number of flights?,"SELECT AirportCode, COUNT(*) AS num_flights FROM   flights GROUP BY   SourceAirport ORDER BY   num_flights DESC LIMIT 1;",SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,flight_2
What is the airport code of the airport with the most flights?,"SELECT AirportCode FROM   (SELECT     SourceAirport AS AirportCode,     COUNT(*) AS FlightsCount   FROM     flights   GROUP BY     SourceAirport   UNION ALL   SELECT     DestAirport AS AirportCode,     COUNT(*) AS FlightsCount   FROM     flights   GROUP BY     DestAirport) GROUP BY   AirportCode ORDER BY   SUM(FlightsCount) DESC LIMIT 1;",SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) DESC LIMIT 1,flight_2
What is the code of airport that has fewest number of flights?,SELECT AirportCode FROM   airports JOIN   flights ON airports.AirportCode = flights.SourceAirport GROUP BY   AirportCode ORDER BY   COUNT(FlightNo) ASC LIMIT 1;,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,flight_2
Give the code of the airport with the least flights.,SELECT AirportCode FROM   airports WHERE   AirportCode NOT IN (     SELECT       SourceAirport     FROM       flights   )   AND AirportCode NOT IN (     SELECT       DestAirport     FROM       flights   ) LIMIT 1;,SELECT T1.AirportCode FROM AIRPORTS AS T1 JOIN FLIGHTS AS T2 ON T1.AirportCode  =  T2.DestAirport OR T1.AirportCode  =  T2.SourceAirport GROUP BY T1.AirportCode ORDER BY count(*) LIMIT 1,flight_2
Which airline has most number of flights?,"SELECT Airline, COUNT(*) as NumberOfFlights FROM flights GROUP BY Airline ORDER BY NumberOfFlights DESC LIMIT 1;",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,flight_2
What airline serves the most flights?,"SELECT Airline, COUNT(*) AS NumFlights FROM flights GROUP BY Airline ORDER BY NumFlights DESC LIMIT 1;",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) DESC LIMIT 1,flight_2
Find the abbreviation and country of the airline that has fewest number of flights?,"SELECT Abbreviation, Country FROM     airlines WHERE     uid = (         SELECT             Airline         FROM             (                 SELECT                     Airline, COUNT(*) as num_flights                 FROM                     flights                 GROUP BY                     Airline             )         ORDER BY             num_flights ASC         LIMIT 1     );","SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",flight_2
What is the abbreviation of the airilne has the fewest flights and what country is it in?,"SELECT a.Abbreviation, a.Country FROM airlines a JOIN flights f ON a.uid = f.Airline GROUP BY a.uid ORDER BY COUNT(f.FlightNo) ASC LIMIT 1;","SELECT T1.Abbreviation ,  T1.Country FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline ORDER BY count(*) LIMIT 1",flight_2
What are airlines that have some flight departing from airport 'AHD'?,SELECT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline WHERE f.SourceAirport = 'AHD';,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",flight_2
Which airlines have a flight with source airport AHD?,SELECT Airline FROM flights JOIN airlines ON flights.Airline = airlines.Abbreviation WHERE SourceAirport = 'AHD';,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""AHD""",flight_2
What are airlines that have flights arriving at airport 'AHD'?,SELECT Airline FROM airlines JOIN flights ON airlines.uid = flights.Airline WHERE flights.DestAirport = 'AHD';,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",flight_2
Which airlines have a flight with destination airport AHD?,SELECT Airline FROM flights JOIN airlines ON flights.Airline = airlines.Abbreviation WHERE DestAirport = 'AHD';,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.DestAirport  =  ""AHD""",flight_2
Find all airlines that have flights from both airports 'APG' and 'CVO'.,"SELECT a.uid, a.Airline, a.Abbreviation, a.Country FROM airlines a JOIN flights f1 ON a.uid = f1.Airline JOIN flights f2 ON a.uid = f2.Airline WHERE f1.SourceAirport = 'APG' AND f2.SourceAirport = 'CVO' GROUP BY a.uid, a.Airline, a.Abbreviation, a.Country HAVING COUNT(DISTINCT f1.SourceAirport) = 2;","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",flight_2
Which airlines have departing flights from both APG and CVO airports?,SELECT a.Airline FROM airlines a JOIN flights f1 ON a.uid = f1.Airline JOIN flights f2 ON a.uid = f2.Airline WHERE f1.SourceAirport = 'APG' AND f2.SourceAirport = 'CVO' GROUP BY a.Airline HAVING COUNT(DISTINCT f1.SourceAirport) > 1 AND COUNT(DISTINCT f2.SourceAirport) > 1;,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG"" INTERSECT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO""",flight_2
Find all airlines that have flights from airport 'CVO' but not from 'APG'.,"SELECT a.uid, a.Airline, a.Abbreviation, a.Country FROM airlines a JOIN flights f1 ON a.uid = f1.Airline WHERE f1.SourceAirport = 'CVO' AND a.uid NOT IN (   SELECT     f2.Airline   FROM     flights f2   WHERE     f2.SourceAirport = 'APG' )","SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",flight_2
Which airlines have departures from CVO but not from APG airports?,SELECT a.Airline FROM flights f JOIN airlines a ON f.Airline = a.uid WHERE f.SourceAirport = 'CVO' AND a.Airline NOT IN (   SELECT     a2.Airline   FROM     flights f2     JOIN airlines a2 ON f2.Airline = a2.uid   WHERE     f2.SourceAirport = 'APG' ) GROUP BY a.Airline;,"SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""CVO"" EXCEPT SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline WHERE T2.SourceAirport  =  ""APG""",flight_2
Find all airlines that have at least 10 flights.,"SELECT Airline FROM   (SELECT     Airline,     COUNT(FlightNo) AS num_flights   FROM     flights   GROUP BY     Airline) AS flight_counts WHERE   num_flights >= 10;",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,flight_2
Which airlines have at least 10 flights?,"SELECT Airline FROM   (SELECT     Airline,     COUNT(*) AS num_flights   FROM     flights   GROUP BY     Airline) AS subquery WHERE   num_flights >= 10;",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  >  10,flight_2
Find all airlines that have fewer than 200 flights.,"SELECT a.uid, a.Airline, a.Abbreviation, a.Country FROM airlines a WHERE (SELECT COUNT(*) FROM flights f WHERE f.Airline = a.uid) < 200;",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,flight_2
Which airlines have less than 200 flights?,"SELECT Airline FROM   (SELECT     Airline,     COUNT(*) AS num_flights   FROM     flights   GROUP BY     Airline) AS subquery WHERE   num_flights < 200;",SELECT T1.Airline FROM AIRLINES AS T1 JOIN FLIGHTS AS T2 ON T1.uid  =  T2.Airline GROUP BY T1.Airline HAVING count(*)  <  200,flight_2
"What are flight numbers of Airline ""United Airlines""?","SELECT FlightNo FROM flights WHERE Airline = ""United Airlines"";","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",flight_2
Which flight numbers correspond to United Airlines flights?,SELECT FlightNo FROM flights WHERE Airline = 'United Airlines';,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRLINES AS T2 ON T2.uid  =  T1.Airline WHERE T2.Airline  =  ""United Airlines""",flight_2
"What are flight numbers of flights departing from Airport ""APG""?","SELECT FlightNo FROM flights WHERE SourceAirport = ""APG"";","SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",flight_2
Give the flight numbers of flights leaving from APG.,SELECT FlightNo FROM flights WHERE SourceAirport = 'APG';,"SELECT FlightNo FROM FLIGHTS WHERE SourceAirport  =  ""APG""",flight_2
"What are flight numbers of flights arriving at Airport ""APG""?","SELECT FlightNo FROM flights WHERE DestAirport = ""APG"";","SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",flight_2
Give the flight numbers of flights landing at APG.,SELECT FlightNo FROM flights WHERE DestAirport = 'APG';,"SELECT FlightNo FROM FLIGHTS WHERE DestAirport  =  ""APG""",flight_2
"What are flight numbers of flights departing from City ""Aberdeen ""?","SELECT FlightNo FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.City = ""Aberdeen"";","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Give the flight numbers of flights leaving from Aberdeen.,SELECT FlightNo FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.City = 'Aberdeen';,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.SourceAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
"What are flight numbers of flights arriving at City ""Aberdeen""?","SELECT FlightNo FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE City = ""Aberdeen"";","SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Give the flight numbers of flights arriving in Aberdeen.,SELECT FlightNo FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE airports.City = 'Aberdeen';,"SELECT T1.FlightNo FROM FLIGHTS AS T1 JOIN AIRPORTS AS T2 ON T1.DestAirport   =  T2.AirportCode WHERE T2.City  =  ""Aberdeen""",flight_2
Find the number of flights landing in the city of Aberdeen or Abilene.,"SELECT COUNT(*) FROM flights JOIN airports ON flights.DestAirport = airports.AirportCode WHERE airports.City IN ('Aberdeen', 'Abilene');","SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",flight_2
How many flights land in Aberdeen or Abilene?,"SELECT COUNT(*) FROM flights WHERE DestAirport IN (   SELECT AirportCode   FROM airports   WHERE City IN ('Aberdeen', 'Abilene') );","SELECT count(*) FROM Flights AS T1 JOIN Airports AS T2 ON T1.DestAirport  =  T2.AirportCode WHERE T2.city  =  ""Aberdeen"" OR T2.city  =  ""Abilene""",flight_2
Find the name of airports which do not have any flight in and out.,SELECT AirportName FROM airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM flights) AND AirportCode NOT IN (SELECT DestAirport FROM flights);,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),flight_2
Which airports do not have departing or arriving flights?,SELECT AirportName FROM airports WHERE AirportCode NOT IN (   SELECT     SourceAirport   FROM     flights) AND AirportCode NOT IN (   SELECT     DestAirport   FROM     flights);,SELECT AirportName FROM Airports WHERE AirportCode NOT IN (SELECT SourceAirport FROM Flights UNION SELECT DestAirport FROM Flights),flight_2
How many employees are there?,SELECT COUNT(*)  FROM employee;,SELECT count(*) FROM employee,employee_hire_evaluation
Count the number of employees,SELECT COUNT(*) FROM employee;,SELECT count(*) FROM employee,employee_hire_evaluation
Sort employee names by their age in ascending order.,"SELECT Name, Age FROM employee ORDER BY Age ASC;",SELECT name FROM employee ORDER BY age,employee_hire_evaluation
List the names of employees and sort in ascending order of age.,"SELECT Name, Age FROM employee ORDER BY Age ASC;",SELECT name FROM employee ORDER BY age,employee_hire_evaluation
What is the number of employees from each city?,"SELECT City, COUNT(Employee_ID) as Number_of_Employees FROM employee GROUP BY City;","SELECT count(*) ,  city FROM employee GROUP BY city",employee_hire_evaluation
Count the number of employees for each city.,"SELECT City, COUNT(Employee_ID) as Num_Employees FROM employee GROUP BY City;","SELECT count(*) ,  city FROM employee GROUP BY city",employee_hire_evaluation
Which cities do more than one employee under age 30 come from?,SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(Employee_ID) > 1;,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,employee_hire_evaluation
Find the cities that have more than one employee under age 30.,SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(Employee_ID) > 1;,SELECT city FROM employee WHERE age  <  30 GROUP BY city HAVING count(*)  >  1,employee_hire_evaluation
Find the number of shops in each location.,"SELECT Location, COUNT(Shop_ID) as Number_of_Shops FROM shop GROUP BY Location;","SELECT count(*) ,  LOCATION FROM shop GROUP BY LOCATION",employee_hire_evaluation
