NLQ,PREDICTED SQL,GOLD SQL,DATABASE
Find the name of the shops that do not hire any employee.,SELECT name FROM shop WHERE Shop_ID NOT IN (SELECT Shop_ID FROM hiring),SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),employee_hire_evaluation
Which shops run with no employees? Find the shop names,SELECT Name FROM shop WHERE Shop_ID NOT IN (SELECT Shop_ID FROM hiring),SELECT name FROM shop WHERE shop_id NOT IN (SELECT shop_id FROM hiring),employee_hire_evaluation
Find the number of employees hired in each shop; show the shop name as well.,"SELECT COUNT(Employee_ID) ,  T2.Name FROM hiring AS T1 JOIN shop AS T2 ON T1.Shop_ID  =  T2.Shop_ID GROUP BY T2.Name","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",employee_hire_evaluation
"For each shop, return the number of employees working there and the name of the shop.","SELECT count(Employee_ID) ,  Name FROM hiring JOIN shop ON hiring.Shop_ID  =  shop.Shop_ID GROUP BY hiring.Shop_ID ,  shop.Name","SELECT count(*) ,  t2.name FROM hiring AS t1 JOIN shop AS t2 ON t1.shop_id  =  t2.shop_id GROUP BY t2.name",employee_hire_evaluation
What is total bonus given in all evaluations?,SELECT sum(bonus) FROM evaluation,SELECT sum(bonus) FROM evaluation,employee_hire_evaluation
Find the total amount of bonus given in all the evaluations.,SELECT sum(bonus) FROM evaluation,SELECT sum(bonus) FROM evaluation,employee_hire_evaluation
Give me all the information about hiring.,SELECT * FROM hiring,SELECT * FROM hiring,employee_hire_evaluation
What is all the information about hiring?,SELECT * FROM hiring,SELECT * FROM hiring,employee_hire_evaluation
Which district has both stores with less than 3000 products and stores with more than 10000 products?,SELECT DISTINCT District FROM shop WHERE Number_products < 3000 AND District IN (SELECT DISTINCT District FROM shop WHERE Number_products > 10000),SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,employee_hire_evaluation
Find the districts in which there are both shops selling less than 3000 products and shops selling more than 10000 products.,SELECT DISTINCT District FROM shop WHERE Number_products < 3000 AND District IN (SELECT DISTINCT District FROM shop WHERE Number_products > 10000),SELECT district FROM shop WHERE Number_products  <  3000 INTERSECT SELECT district FROM shop WHERE Number_products  >  10000,employee_hire_evaluation
How many different store locations are there?,SELECT COUNT(DISTINCT Location) FROM shop,SELECT count(DISTINCT LOCATION) FROM shop,employee_hire_evaluation
Count the number of distinct store locations.,SELECT COUNT(DISTINCT Location) FROM shop,SELECT count(DISTINCT LOCATION) FROM shop,employee_hire_evaluation
How many documents do we have?,SELECT COUNT(*) FROM Documents,SELECT count(*) FROM Documents,cre_Doc_Template_Mgt
Count the number of documents.,SELECT COUNT(*) FROM Documents,SELECT count(*) FROM Documents,cre_Doc_Template_Mgt
"List document IDs, document names, and document descriptions for all documents.","SELECT Document_ID, Document_Name, Document_Description FROM Documents","SELECT document_id ,  document_name ,  document_description FROM Documents",cre_Doc_Template_Mgt
"What are the ids, names, and descriptions for all documents?","SELECT Document_ID, Document_Name, Document_Description FROM Documents","SELECT document_id ,  document_name ,  document_description FROM Documents",cre_Doc_Template_Mgt
What is the document name and template id for document with description with the letter 'w' in it?,"SELECT Document_Name, Template_ID FROM Documents WHERE Document_Description LIKE '%w%'","SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""",cre_Doc_Template_Mgt
Return the names and template ids for documents that contain the letter w in their description.,"SELECT Document_Name, Template_ID FROM Documents WHERE Document_Description LIKE '%w%'","SELECT document_name ,  template_id FROM Documents WHERE Document_Description LIKE ""%w%""",cre_Doc_Template_Mgt
"What is the document id, template id and description for document named ""Robbin CV""?","SELECT Document_ID, Template_ID, Document_Description FROM Documents WHERE Document_Name = 'Robbin CV'","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""",cre_Doc_Template_Mgt
"Return the document id, template id, and description for the document with the name Robbin CV.","SELECT Document_ID, Template_ID, Document_Description FROM Documents WHERE Document_Name = 'Robbin CV'","SELECT document_id ,  template_id ,  Document_Description FROM Documents WHERE document_name  =  ""Robbin CV""",cre_Doc_Template_Mgt
How many different templates do all document use?,SELECT COUNT(DISTINCT Template_ID) FROM Documents,SELECT count(DISTINCT template_id) FROM Documents,cre_Doc_Template_Mgt
Count the number of different templates used for documents.,SELECT COUNT(DISTINCT Template_ID) FROM Documents,SELECT count(DISTINCT template_id) FROM Documents,cre_Doc_Template_Mgt
How many documents are using the template with type code 'PPT'?,SELECT COUNT(*) FROM Documents WHERE Template_ID IN (SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'PPT'),SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',cre_Doc_Template_Mgt
Count the number of documents that use the PPT template type.,SELECT COUNT(*) FROM Documents JOIN Templates ON Documents.Template_ID = Templates.Template_ID WHERE Templates.Template_Type_Code = (SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description = 'PPT'),SELECT count(*) FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID  =  T2.Template_ID WHERE T2.Template_Type_Code  =  'PPT',cre_Doc_Template_Mgt
Show all template ids and number of documents using each template.,"SELECT Template_ID, COUNT(Document_ID) FROM Documents GROUP BY Template_ID","SELECT template_id ,  count(*) FROM Documents GROUP BY template_id",cre_Doc_Template_Mgt
"What are all different template ids used for documents, and how many times were each of them used?","SELECT Template_ID, COUNT(*) FROM Documents GROUP BY Template_ID","SELECT template_id ,  count(*) FROM Documents GROUP BY template_id",cre_Doc_Template_Mgt
What is the id and type code for the template used by the most documents?,"SELECT Template_ID, Template_Type_Code FROM Templates WHERE Template_ID IN (SELECT Template_ID FROM Documents GROUP BY Template_ID ORDER BY COUNT(*) DESC LIMIT 1)","SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
Return the id and type code of the template that is used for the greatest number of documents.,"SELECT Template_ID, Template_Type_Code FROM Templates WHERE Template_ID IN (SELECT Template_ID FROM Documents GROUP BY Template_ID ORDER BY count(*) DESC LIMIT 1)","SELECT T1.template_id ,  T2.Template_Type_Code FROM Documents AS T1 JOIN Templates AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
Show ids for all templates that are used by more than one document.,SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING count(*) > 1,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,cre_Doc_Template_Mgt
What are the template ids of any templates used in more than a single document?,SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING count(*) > 1,SELECT template_id FROM Documents GROUP BY template_id HAVING count(*)  >  1,cre_Doc_Template_Mgt
Show ids for all templates not used by any document.,SELECT Template_ID FROM Templates WHERE Template_ID NOT IN (SELECT Template_ID FROM Documents),SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,cre_Doc_Template_Mgt
What are the ids for templates that are not used in any documents?,SELECT Template_ID FROM Templates WHERE Template_ID NOT IN (SELECT Template_ID FROM Documents),SELECT template_id FROM Templates EXCEPT SELECT template_id FROM Documents,cre_Doc_Template_Mgt
How many templates do we have?,SELECT COUNT(*) FROM Templates,SELECT count(*) FROM Templates,cre_Doc_Template_Mgt
Count the number of templates.,SELECT COUNT(*) FROM Templates,SELECT count(*) FROM Templates,cre_Doc_Template_Mgt
"Show template ids, version numbers, and template type codes for all templates.","SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates","SELECT template_id ,  version_number ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
"What are the ids, version numbers, and type codes for each template?","SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates","SELECT template_id ,  version_number ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
Show all distinct template type codes for all templates.,SELECT DISTINCT Template_Type_Code FROM Templates,SELECT DISTINCT template_type_code FROM Templates,cre_Doc_Template_Mgt
What are the different template type codes?,SELECT DISTINCT Template_Type_Code FROM Ref_Template_Types,SELECT DISTINCT template_type_code FROM Templates,cre_Doc_Template_Mgt
What are the ids of templates with template type code PP or PPT?,SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'PP' OR Template_Type_Code = 'PPT',"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",cre_Doc_Template_Mgt
Return the ids of templates that have the code PP or PPT.,SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'PP' OR Template_Type_Code = 'PPT',"SELECT template_id FROM Templates WHERE template_type_code  =  ""PP"" OR template_type_code  =  ""PPT""",cre_Doc_Template_Mgt
How many templates have template type code CV?,SELECT COUNT(*) FROM Templates WHERE Template_Type_Code = 'CV',"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",cre_Doc_Template_Mgt
Count the number of templates of the type CV.,SELECT COUNT(*) FROM Templates WHERE Template_Type_Code IN (SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description = 'CV'),"SELECT count(*) FROM Templates WHERE template_type_code  =  ""CV""",cre_Doc_Template_Mgt
What is the version number and template type code for the template with version number later than 5?,"SELECT version_number, template_type_code FROM templates WHERE version_number > 5","SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5",cre_Doc_Template_Mgt
Return the version numbers and template type codes of templates with a version number greater than 5.,"SELECT version_number, template_type_code FROM templates WHERE version_number > 5","SELECT version_number ,  template_type_code FROM Templates WHERE version_number  >  5",cre_Doc_Template_Mgt
Show all template type codes and number of templates for each.,"SELECT Template_Type_Code, COUNT(*) FROM Templates GROUP BY Template_Type_Code","SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code",cre_Doc_Template_Mgt
"What are the different template type codes, and how many templates correspond to each?","SELECT Template_Type_Code, COUNT(*) FROM Templates GROUP BY Template_Type_Code","SELECT template_type_code ,  count(*) FROM Templates GROUP BY template_type_code",cre_Doc_Template_Mgt
Which template type code has most number of templates?,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
Return the type code of the template type that the most templates belong to.,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1,SELECT template_type_code FROM Templates GROUP BY template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
Show all template type codes with less than three templates.,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING count(*) < 3,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,cre_Doc_Template_Mgt
What are the codes of template types that have fewer than 3 templates?,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code HAVING count(*) < 3,SELECT template_type_code FROM Templates GROUP BY template_type_code HAVING count(*)  <  3,cre_Doc_Template_Mgt
What the smallest version number and its template type code?,"SELECT min(version_number), template_type_code FROM templates","SELECT min(Version_Number) ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
"Return the lowest version number, along with its corresponding template type code.","SELECT MIN(version_number), template_type_code FROM templates GROUP BY template_type_code","SELECT min(Version_Number) ,  template_type_code FROM Templates",cre_Doc_Template_Mgt
"What is the template type code of the template used by document with the name ""Data base""?",SELECT Template_Type_Code FROM Templates WHERE Template_ID IN (SELECT Template_ID FROM Documents WHERE Document_Name = 'Data base'),"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",cre_Doc_Template_Mgt
Return the template type code of the template that is used by a document named Data base.,SELECT T1.Template_Type_Code FROM Templates AS T1 JOIN Documents AS T2 ON T1.Template_ID = T2.Template_ID WHERE T2.Document_Name = 'Data base',"SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T2.document_name  =  ""Data base""",cre_Doc_Template_Mgt
Show all document names using templates with template type code BK.,SELECT Document_Name FROM Documents JOIN Templates ON Documents.Template_ID = Templates.Template_ID WHERE Templates.Template_Type_Code = 'BK',"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",cre_Doc_Template_Mgt
What are the names of documents that use templates with the code BK?,SELECT Document_Name FROM Documents WHERE Template_ID IN (SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'BK'),"SELECT T2.document_name FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id WHERE T1.template_type_code  =  ""BK""",cre_Doc_Template_Mgt
Show all template type codes and the number of documents using each type.,"SELECT T1.Template_Type_Code, COUNT(T2.Document_ID) FROM Ref_Template_Types AS T1 JOIN Templates AS T3 ON T1.Template_Type_Code = T3.Template_Type_Code JOIN Documents AS T2 ON T3.Template_ID = T2.Template_ID GROUP BY T1.Template_Type_Code","SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code",cre_Doc_Template_Mgt
"What are the different template type codes, and how many documents use each type?","SELECT T1.Template_Type_Code, COUNT(T2.Document_ID) FROM Ref_Template_Types AS T1 JOIN Templates AS T3 ON T1.Template_Type_Code = T3.Template_Type_Code JOIN Documents AS T2 ON T3.Template_ID = T2.Template_ID GROUP BY T1.Template_Type_Code","SELECT T1.template_type_code ,  count(*) FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code",cre_Doc_Template_Mgt
Which template type code is used by most number of documents?,SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY count(*) DESC LIMIT 1,SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
Return the code of the template type that is most commonly used in documents.,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code IN (SELECT Template_Type_Code FROM Templates JOIN Documents ON Templates.Template_ID = Documents.Template_ID GROUP BY Template_Type_Code ORDER BY COUNT(*) DESC LIMIT 1),SELECT T1.template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id GROUP BY T1.template_type_code ORDER BY count(*) DESC LIMIT 1,cre_Doc_Template_Mgt
Show all template type codes that are not used by any document.,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code NOT IN (SELECT Template_Type_Code FROM Templates),SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,cre_Doc_Template_Mgt
What are the codes of template types that are not used for any document?,SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code NOT IN (SELECT Template_Type_Code FROM Templates),SELECT template_type_code FROM Templates EXCEPT SELECT template_type_code FROM Templates AS T1 JOIN Documents AS T2 ON T1.template_id  =  T2.template_id,cre_Doc_Template_Mgt
Show all template type codes and descriptions.,"SELECT Template_Type_Code, Template_Type_Description FROM Ref_Template_Types","SELECT template_type_code ,  template_type_description FROM Ref_template_types",cre_Doc_Template_Mgt
What are the type codes and descriptions for all template types?,"SELECT Template_Type_Code, Template_Type_Description FROM Ref_Template_Types","SELECT template_type_code ,  template_type_description FROM Ref_template_types",cre_Doc_Template_Mgt
"What is the template type descriptions for template type code ""AD"".",SELECT Template_Type_Description FROM Ref_Template_Types WHERE Template_Type_Code = 'AD',"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",cre_Doc_Template_Mgt
Return the template type description of the template type with the code AD.,SELECT Template_Type_Description FROM Ref_Template_Types WHERE Template_Type_Code = 'AD',"SELECT template_type_description FROM Ref_template_types WHERE template_type_code  =  ""AD""",cre_Doc_Template_Mgt
"What is the template type code for template type description ""Book"".",SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description = 'Book',"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",cre_Doc_Template_Mgt
"Return the type code of the template type with the description ""Book"".",SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description = 'Book',"SELECT template_type_code FROM Ref_template_types WHERE template_type_description  =  ""Book""",cre_Doc_Template_Mgt
What are the distinct template type descriptions for the templates ever used by any document?,SELECT DISTINCT T3.Template_Type_Description FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID JOIN Ref_Template_Types AS T3 ON T2.Template_Type_Code = T3.Template_Type_Code,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,cre_Doc_Template_Mgt
Return the different descriptions for templates that have been used in a document.,SELECT DISTINCT T1.Template_Type_Description FROM Ref_Template_Types AS T1 JOIN Templates AS T2 ON T1.Template_Type_Code = T2.Template_Type_Code JOIN Documents AS T3 ON T2.Template_ID = T3.Template_ID,SELECT DISTINCT T1.template_type_description FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code JOIN Documents AS T3 ON T2.Template_ID  =  T3.template_ID,cre_Doc_Template_Mgt
"What are the template ids with template type description ""Presentation"".",SELECT Template_ID FROM Templates JOIN Ref_Template_Types ON Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code WHERE Ref_Template_Types.Template_Type_Description = 'Presentation',"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",cre_Doc_Template_Mgt
Return the ids corresponding to templates with the description 'Presentation'.,SELECT Template_ID FROM Ref_Template_Types WHERE Template_Type_Description = 'Presentation',"SELECT T2.template_id FROM Ref_template_types AS T1 JOIN Templates AS T2 ON T1.template_type_code  = T2.template_type_code WHERE T1.template_type_description  =  ""Presentation""",cre_Doc_Template_Mgt
How many paragraphs in total?,SELECT COUNT(*) FROM Paragraphs,SELECT count(*) FROM Paragraphs,cre_Doc_Template_Mgt
Count the number of paragraphs.,SELECT COUNT(*) FROM Paragraphs,SELECT count(*) FROM Paragraphs,cre_Doc_Template_Mgt
How many paragraphs for the document with name 'Summer Show'?,SELECT COUNT(*) FROM Paragraphs WHERE Document_ID IN (SELECT Document_ID FROM Documents WHERE Document_Name = 'Summer Show'),SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',cre_Doc_Template_Mgt
Count the number of paragraphs in the document named 'Summer Show'.,SELECT COUNT(*) FROM Paragraphs WHERE Document_ID IN (SELECT Document_ID FROM Documents WHERE Document_Name = 'Summer Show'),SELECT count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_ID  =  T2.document_ID WHERE T2.document_name  =  'Summer Show',cre_Doc_Template_Mgt
Show paragraph details for paragraph with text 'Korea ' .,SELECT * FROM Paragraphs WHERE Paragraph_Text = 'Korea',select other_details from paragraphs where paragraph_text like 'korea',cre_Doc_Template_Mgt
What are the details for the paragraph that includes the text 'Korea ' ?,SELECT * FROM Paragraphs WHERE Paragraph_Text LIKE '%Korea%',select other_details from paragraphs where paragraph_text like 'korea',cre_Doc_Template_Mgt
Show all paragraph ids and texts for the document with name 'Welcome to NY'.,"SELECT Paragraph_ID, Paragraph_Text FROM Paragraphs WHERE Document_ID IN (SELECT Document_ID FROM Documents WHERE Document_Name = 'Welcome to NY')","SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'",cre_Doc_Template_Mgt
What are the ids and texts of paragraphs in the document titled 'Welcome to NY'?,"SELECT T2.Paragraph_ID, T2.Paragraph_Text FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID WHERE T1.Document_Name = 'Welcome to NY'","SELECT T1.paragraph_id ,   T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.Document_Name  =  'Welcome to NY'",cre_Doc_Template_Mgt
"Show all paragraph texts for the document ""Customer reviews"".",SELECT Paragraph_Text FROM Paragraphs WHERE Document_ID IN (SELECT Document_ID FROM Documents WHERE Document_Name = 'Customer reviews'),"SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews""",cre_Doc_Template_Mgt
What are the paragraph texts for the document with the name 'Customer reviews'?,SELECT Paragraph_Text FROM Paragraphs WHERE Document_ID IN (SELECT Document_ID FROM Documents WHERE Document_Name = 'Customer reviews'),"SELECT T1.paragraph_text FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id WHERE T2.document_name  =  ""Customer reviews""",cre_Doc_Template_Mgt
Show all document ids and the number of paragraphs in each document. Order by document id.,"SELECT Document_ID, COUNT(Paragraph_ID) as Num_Paragraphs FROM Paragraphs GROUP BY Document_ID ORDER BY Document_ID","SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id",cre_Doc_Template_Mgt
"Return the different document ids along with the number of paragraphs corresponding to each, ordered by id.","SELECT Document_ID, COUNT(Paragraph_ID) as num_paragraphs FROM Paragraphs GROUP BY Document_ID ORDER BY Document_ID","SELECT document_id ,  count(*) FROM Paragraphs GROUP BY document_id ORDER BY document_id",cre_Doc_Template_Mgt
"Show all document ids, names and the number of paragraphs in each document.","SELECT T1.Document_ID, T1.Document_Name, COUNT(T2.Paragraph_ID) FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID GROUP BY T1.Document_ID, T1.Document_Name","SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id",cre_Doc_Template_Mgt
"What are the ids and names of each document, as well as the number of paragraphs in each?","SELECT T1.Document_ID, T1.Document_Name, COUNT(T2.Paragraph_ID) FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID GROUP BY T1.Document_ID, T1.Document_Name","SELECT T1.document_id ,  T2.document_name ,  count(*) FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id",cre_Doc_Template_Mgt
List all document ids with at least two paragraphs.,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING count(*) >= 2,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,cre_Doc_Template_Mgt
What are the ids of documents that have 2 or more paragraphs?,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING count(*) >= 2,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*)  >=  2,cre_Doc_Template_Mgt
What is the document id and name with greatest number of paragraphs?,"SELECT T1.Document_ID, T1.Document_Name FROM Documents AS T1 JOIN Paragraphs AS T2 ON T1.Document_ID = T2.Document_ID GROUP BY T1.Document_ID, T1.Document_Name ORDER BY COUNT(*) DESC LIMIT 1","SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
Return the id and name of the document with the most paragraphs.,"SELECT Document_ID, Document_Name FROM Documents WHERE Document_ID IN (SELECT Document_ID FROM Paragraphs GROUP BY Document_ID ORDER BY COUNT(*) DESC LIMIT 1)","SELECT T1.document_id ,  T2.document_name FROM Paragraphs AS T1 JOIN Documents AS T2 ON T1.document_id  =  T2.document_id GROUP BY T1.document_id ORDER BY count(*) DESC LIMIT 1",cre_Doc_Template_Mgt
What is the document id with least number of paragraphs?,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID ORDER BY count(*) ASC LIMIT 1,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,cre_Doc_Template_Mgt
Return the id of the document with the fewest paragraphs.,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID ORDER BY count(*) ASC LIMIT 1,SELECT document_id FROM Paragraphs GROUP BY document_id ORDER BY count(*) ASC LIMIT 1,cre_Doc_Template_Mgt
What is the document id with 1 to 2 paragraphs?,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING count(*) BETWEEN 1 AND 2,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,cre_Doc_Template_Mgt
Give the ids of documents that have between one and two paragraphs.,SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING count(*) BETWEEN 1 AND 2,SELECT document_id FROM Paragraphs GROUP BY document_id HAVING count(*) BETWEEN 1 AND 2,cre_Doc_Template_Mgt
Show the document id with paragraph text 'Brazil' and 'Ireland'.,SELECT Document_ID FROM Paragraphs WHERE Paragraph_Text LIKE '%Brazil%' AND Paragraph_Text LIKE '%Ireland%',SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',cre_Doc_Template_Mgt
What are the ids of documents that contain the paragraph text 'Brazil' and 'Ireland'?,SELECT Document_ID FROM Paragraphs WHERE Paragraph_Text LIKE '%Brazil%' AND Paragraph_Text LIKE '%Ireland%',SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Brazil' INTERSECT SELECT document_id FROM Paragraphs WHERE paragraph_text  =  'Ireland',cre_Doc_Template_Mgt
How many teachers are there?,SELECT COUNT(*) FROM teacher,SELECT count(*) FROM teacher,course_teach
What is the total count of teachers?,SELECT COUNT(*) FROM teacher,SELECT count(*) FROM teacher,course_teach
List the names of teachers in ascending order of age.,SELECT name FROM teacher ORDER BY age ASC,SELECT Name FROM teacher ORDER BY Age ASC,course_teach
What are the names of the teachers ordered by ascending age?,SELECT name FROM teacher ORDER BY age ASC,SELECT Name FROM teacher ORDER BY Age ASC,course_teach
What are the age and hometown of teachers?,"SELECT age, hometown FROM teacher","SELECT Age ,  Hometown FROM teacher",course_teach
What is the age and hometown of every teacher?,"SELECT Age, Hometown FROM teacher","SELECT Age ,  Hometown FROM teacher",course_teach
List the name of teachers whose hometown is not `` Little Lever Urban District '' .,SELECT name FROM teacher WHERE Hometown != 'Little Lever Urban District',"select name from teacher where hometown != ""little lever urban district""",course_teach
What are the names of the teachers whose hometown is not `` Little Lever Urban District '' ?,SELECT name FROM teacher WHERE Hometown != 'Little Lever Urban District',"select name from teacher where hometown != ""little lever urban district""",course_teach
Show the name of teachers aged either 32 or 33?,SELECT name FROM teacher WHERE age = 32 OR age = 33,SELECT Name FROM teacher WHERE Age  =  32 OR Age  =  33,course_teach
What are the names of the teachers who are aged either 32 or 33?,SELECT name FROM teacher WHERE age = 32 OR age = 33,SELECT Name FROM teacher WHERE Age  =  32 OR Age  =  33,course_teach
What is the hometown of the youngest teacher?,SELECT Hometown FROM teacher WHERE Age = (SELECT MIN(Age) FROM teacher),SELECT Hometown FROM teacher ORDER BY Age ASC LIMIT 1,course_teach
Where is the youngest teacher from?,SELECT Hometown FROM teacher WHERE Age = (SELECT min(Age) FROM teacher),SELECT Hometown FROM teacher ORDER BY Age ASC LIMIT 1,course_teach
